usuario,pelicula1,pelicula2,pelicula3
User29820,4,3,3
User29821,3,1,5
User29822,4,3,3
User29823,1,3,5
User29824,5,3,5
User29825,1,3,1
User29826,1,3,4
User29827,3,4,1
User29828,4,3,1
User29829,4,2,5
User29830,5,1,1
User29831,1,2,4
User29832,5,2,3
User29833,2,3,3
User29834,5,3,2
User29835,3,3,4
User29836,2,1,2
User29837,2,1,1
User29838,2,4,2
User29839,3,2,1
User29840,1,3,5
User29841,3,3,5
User29842,5,1,4
User29843,4,5,1
User29844,1,2,2
User29845,3,4,2
User29846,5,1,2
User29847,2,5,5
User29848,3,4,3
User29849,5,2,3
User29850,4,2,2
User29851,3,4,1
User29852,3,2,2
User29853,5,1,5
User29854,1,3,1
User29855,4,2,3
User29856,2,2,5
User29857,2,3,2
User29858,4,4,2
User29859,5,4,5
User29860,1,1,4
User29861,2,1,3
User29862,3,3,3
User29863,4,2,3
User29864,5,4,2
User29865,4,4,3
User29866,4,2,3
User29867,2,4,1
User29868,2,5,4
User29869,3,5,4
User29870,5,3,4
User29871,2,1,1
User29872,3,2,1
User29873,4,1,4
User29874,2,5,1
User29875,4,3,4
User29876,1,2,3
User29877,4,4,1
User29878,1,4,4
User29879,5,3,2
User29880,3,1,3
User29881,5,3,3
User29882,4,3,4
User29883,1,2,1
User29884,3,4,4
User29885,3,2,4
User29886,3,4,2
User29887,1,1,2
User29888,4,2,4
User29889,5,2,3
User29890,5,2,2
User29891,4,5,5
User29892,5,5,1
User29893,1,2,5
User29894,4,1,1
User29895,4,2,4
User29896,5,2,4
User29897,3,3,2
User29898,4,5,5
User29899,5,4,5
User29900,1,1,2
User29901,1,4,4
User29902,4,5,5
User29903,3,3,5
User29904,5,1,3
User29905,1,4,2
User29906,3,1,5
User29907,3,5,3
User29908,3,1,1
User29909,3,1,3
User29910,4,4,3
User29911,5,3,2
User29912,4,3,5
User29913,1,3,5
User29914,4,2,3
User29915,3,2,4
User29916,2,3,1
User29917,1,2,1
User29918,4,1,3
User29919,4,2,5
User29920,4,3,1
User29921,2,2,3
User29922,4,1,3
User29923,4,2,3
User29924,2,5,2
User29925,5,2,2
User29926,1,3,4
User29927,4,5,1
User29928,4,3,1
User29929,4,1,3
User29930,1,4,3
User29931,1,2,2
User29932,5,1,3
User29933,1,5,4
User29934,3,4,1
User29935,1,3,4
User29936,1,2,3
User29937,3,3,2
User29938,1,1,1
User29939,1,3,2
User29940,5,2,4
User29941,3,4,4
User29942,2,5,2
User29943,3,4,2
User29944,5,2,3
User29945,4,1,3
User29946,3,2,1
User29947,1,4,2
User29948,3,2,4
User29949,2,1,1
User29950,1,2,5
User29951,5,3,4
User29952,3,3,4
User29953,2,3,3
User29954,5,3,4
User29955,3,1,4
User29956,2,3,4
User29957,4,1,2
User29958,2,3,5
User29959,3,2,4
User29960,5,1,2
User29961,5,5,3
User29962,4,1,5
User29963,4,1,3
User29964,5,1,2
User29965,1,1,5
User29966,5,4,2
User29967,4,2,5
User29968,2,5,1
User29969,4,2,5
User29970,5,5,1
User29971,4,4,2
User29972,4,5,2
User29973,5,2,4
User29974,5,2,3
User29975,4,4,3
User29976,1,3,3
User29977,1,1,2
User29978,5,2,1
User29979,5,4,4
User29980,4,3,1
User29981,5,2,4
User29982,2,5,3
User29983,4,1,3
User29984,3,1,4
User29985,2,4,3
User29986,4,1,3
User29987,2,5,1
User29988,3,4,2
User29989,4,1,3
User29990,5,4,4
User29991,3,4,1
User29992,3,1,2
User29993,4,2,4
User29994,5,5,4
User29995,1,4,3
User29996,1,1,2
User29997,5,1,5
User29998,4,2,1
User29999,3,5,2
User30000,1,1,2
User30001,4,5,2
User30002,1,1,2
User30003,1,4,2
User30004,5,5,5
User30005,2,1,2
User30006,2,5,3
User30007,3,2,4
User30008,3,2,3
User30009,5,5,2
User30010,5,4,5
User30011,5,3,5
User30012,1,5,3
User30013,4,1,5
User30014,4,1,5
User30015,5,2,2
User30016,1,5,4
User30017,2,1,3
User30018,2,5,3
User30019,3,4,4
User30020,1,4,4
User30021,2,2,2
User30022,4,5,3
User30023,2,1,1
User30024,5,4,2
User30025,4,5,2
User30026,4,3,3
User30027,4,5,3
User30028,5,3,4
User30029,3,1,3
User30030,2,1,4
User30031,5,2,3
User30032,5,1,2
User30033,3,5,1
User30034,3,1,2
User30035,3,3,5
User30036,3,4,1
User30037,2,2,5
User30038,3,2,4
User30039,4,4,2
User30040,1,5,5
User30041,3,1,2
User30042,1,5,4
User30043,3,3,1
User30044,2,5,4
User30045,4,3,2
User30046,5,3,5
User30047,4,1,4
User30048,5,2,2
User30049,4,1,4
User30050,2,4,5
User30051,4,1,4
User30052,4,3,2
User30053,1,4,2
User30054,1,1,3
User30055,1,3,5
User30056,5,1,2
User30057,1,3,2
User30058,2,4,1
User30059,5,2,3
User30060,5,5,4
User30061,3,2,3
User30062,4,5,4
User30063,2,4,5
User30064,5,4,4
User30065,3,3,2
User30066,5,2,5
User30067,3,5,5
User30068,5,1,5
User30069,4,5,4
User30070,2,1,4
User30071,5,1,4
User30072,5,4,5
User30073,1,5,2
User30074,4,1,3
User30075,1,5,2
User30076,2,2,3
User30077,2,3,3
User30078,1,3,1
User30079,2,5,5
User30080,4,5,1
User30081,1,5,5
User30082,5,4,1
User30083,2,1,4
User30084,2,4,2
User30085,2,3,4
User30086,1,4,3
User30087,4,4,2
User30088,3,2,2
User30089,3,4,4
User30090,5,5,2
User30091,2,3,5
User30092,3,4,5
User30093,2,3,1
User30094,2,1,2
User30095,2,4,2
User30096,1,1,2
User30097,2,2,1
User30098,5,3,5
User30099,1,1,3
User30100,3,1,2
User30101,5,3,3
User30102,3,1,4
User30103,4,2,3
User30104,1,1,5
User30105,4,2,1
User30106,2,4,4
User30107,2,3,5
User30108,4,1,3
User30109,4,5,2
User30110,2,5,5
User30111,2,3,3
User30112,5,1,1
User30113,1,3,2
User30114,2,4,3
User30115,4,2,5
User30116,5,5,5
User30117,1,3,2
User30118,5,1,1
User30119,4,4,3
User30120,3,4,3
User30121,1,4,2
User30122,1,4,4
User30123,5,5,3
User30124,4,3,5
User30125,1,5,1
User30126,4,1,3
User30127,2,4,4
User30128,3,2,4
User30129,1,2,3
User30130,3,5,3
User30131,2,4,5
User30132,2,3,4
User30133,1,1,1
User30134,2,1,2
User30135,4,5,4
User30136,2,4,3
User30137,3,1,2
User30138,5,1,4
User30139,4,3,3
User30140,4,2,5
User30141,3,5,5
User30142,5,1,3
User30143,5,5,1
User30144,2,1,2
User30145,2,1,4
User30146,4,3,4
User30147,5,2,2
User30148,1,5,3
User30149,4,2,5
User30150,4,3,3
User30151,2,1,4
User30152,3,5,3
User30153,2,1,5
User30154,5,3,4
User30155,1,3,1
User30156,3,4,4
User30157,3,2,1
User30158,2,1,5
User30159,2,4,1
User30160,3,5,2
User30161,2,5,4
User30162,2,4,1
User30163,1,5,2
User30164,4,5,1
User30165,3,5,3
User30166,1,2,5
User30167,1,2,2
User30168,3,5,4
User30169,5,2,1
User30170,5,4,3
User30171,3,2,4
User30172,5,5,5
User30173,5,2,4
User30174,3,2,2
User30175,2,4,5
User30176,3,2,1
User30177,2,3,3
User30178,3,5,4
User30179,3,5,4
User30180,3,1,2
User30181,3,5,4
User30182,3,3,5
User30183,4,2,5
User30184,1,3,3
User30185,5,4,3
User30186,2,3,5
User30187,5,3,3
User30188,2,3,3
User30189,1,3,3
User30190,5,2,1
User30191,1,2,2
User30192,1,3,2
User30193,2,4,4
User30194,4,1,5
User30195,3,4,2
User30196,1,2,1
User30197,3,1,1
User30198,4,4,2
User30199,3,3,4
User30200,4,1,3
User30201,4,5,5
User30202,4,2,1
User30203,2,1,4
User30204,1,2,4
User30205,4,5,2
User30206,2,2,1
User30207,3,4,5
User30208,4,3,2
User30209,4,2,4
User30210,1,1,4
User30211,2,5,2
User30212,2,3,4
User30213,4,4,5
User30214,3,5,1
User30215,5,2,4
User30216,5,2,3
User30217,5,2,1
User30218,3,1,2
User30219,3,5,1
User30220,1,2,1
User30221,3,1,2
User30222,1,1,3
User30223,1,2,3
User30224,4,3,4
User30225,3,4,2
User30226,2,4,5
User30227,2,5,4
User30228,4,1,5
User30229,2,5,4
User30230,4,5,4
User30231,2,3,4
User30232,4,2,1
User30233,5,2,5
User30234,5,3,2
User30235,4,2,1
User30236,3,4,1
User30237,2,5,3
User30238,4,1,2
User30239,1,4,1
User30240,2,4,3
User30241,2,2,3
User30242,1,1,1
User30243,1,2,1
User30244,2,1,3
User30245,5,4,2
User30246,1,4,1
User30247,5,1,1
User30248,1,1,5
User30249,3,4,1
User30250,1,5,5
User30251,3,4,4
User30252,3,5,4
User30253,1,2,5
User30254,3,4,2
User30255,2,1,4
User30256,5,3,3
User30257,2,5,4
User30258,2,4,2
User30259,1,4,4
User30260,2,1,2
User30261,1,3,3
User30262,1,4,1
User30263,4,5,3
User30264,3,1,4
User30265,2,3,3
User30266,1,3,3
User30267,2,5,4
User30268,1,3,5
User30269,4,3,1
User30270,4,2,2
User30271,2,2,2
User30272,1,1,2
User30273,1,2,1
User30274,2,2,1
User30275,4,1,1
User30276,3,3,3
User30277,1,5,3
User30278,5,4,5
User30279,1,2,1
User30280,5,2,1
User30281,1,3,4
User30282,4,1,1
User30283,5,5,5
User30284,3,5,4
User30285,1,5,2
User30286,2,4,2
User30287,2,1,1
User30288,3,2,4
User30289,2,1,4
User30290,1,3,5
User30291,5,4,2
User30292,3,1,3
User30293,1,2,3
User30294,3,5,3
User30295,4,3,5
User30296,5,2,4
User30297,4,4,2
User30298,1,5,4
User30299,5,2,1
User30300,2,4,3
User30301,4,2,1
User30302,3,2,1
User30303,4,4,4
User30304,1,2,1
User30305,2,5,5
User30306,4,2,2
User30307,1,3,4
User30308,2,3,5
User30309,3,4,2
User30310,3,1,3
User30311,4,4,2
User30312,2,5,5
User30313,2,2,2
User30314,3,5,5
User30315,3,3,5
User30316,4,5,1
User30317,5,1,2
User30318,2,4,5
User30319,4,2,2
User30320,2,2,3
User30321,4,1,1
User30322,4,4,2
User30323,1,3,4
User30324,4,4,3
User30325,1,2,3
User30326,1,4,1
User30327,5,4,1
User30328,4,3,1
User30329,2,5,1
User30330,4,1,5
User30331,3,3,5
User30332,5,3,3
User30333,1,3,5
User30334,3,3,2
User30335,1,2,3
User30336,4,4,2
User30337,2,3,2
User30338,4,2,3
User30339,5,2,1
User30340,2,2,2
User30341,3,3,4
User30342,4,5,2
User30343,1,2,3
User30344,2,3,4
User30345,1,5,2
User30346,3,5,4
User30347,1,1,4
User30348,2,5,4
User30349,4,4,5
User30350,1,2,4
User30351,2,1,2
User30352,2,2,2
User30353,3,3,5
User30354,4,2,1
User30355,5,3,4
User30356,3,5,3
User30357,5,3,4
User30358,1,3,5
User30359,4,1,4
User30360,2,1,2
User30361,4,2,3
User30362,2,1,2
User30363,4,2,1
User30364,1,1,4
User30365,5,2,3
User30366,3,1,5
User30367,2,5,2
User30368,5,5,1
User30369,1,3,3
User30370,5,1,5
User30371,1,5,1
User30372,4,1,1
User30373,1,4,2
User30374,5,3,2
User30375,2,1,3
User30376,1,4,5
User30377,1,3,2
User30378,2,3,4
User30379,4,5,5
User30380,5,4,2
User30381,1,5,2
User30382,5,4,1
User30383,5,3,4
User30384,1,1,3
User30385,1,3,3
User30386,4,5,5
User30387,2,2,4
User30388,4,4,4
User30389,2,5,4
User30390,4,1,4
User30391,1,2,2
User30392,5,4,5
User30393,2,4,1
User30394,1,4,4
User30395,3,2,5
User30396,1,5,3
User30397,2,4,2
User30398,3,5,3
User30399,4,5,5
User30400,5,4,1
User30401,5,1,1
User30402,2,2,2
User30403,1,2,3
User30404,1,1,3
User30405,1,1,4
User30406,2,1,4
User30407,4,2,5
User30408,5,1,5
User30409,5,1,3
User30410,3,5,3
User30411,4,5,3
User30412,4,5,5
User30413,1,5,1
User30414,2,5,3
User30415,4,4,2
User30416,1,2,1
User30417,2,2,4
User30418,4,1,3
User30419,5,4,5
User30420,2,1,5
User30421,2,4,2
User30422,3,3,5
User30423,2,3,5
User30424,2,5,2
User30425,3,2,4
User30426,1,1,1
User30427,3,1,5
User30428,3,5,4
User30429,1,1,4
User30430,4,2,4
User30431,2,4,5
User30432,3,3,4
User30433,5,4,4
User30434,1,5,4
User30435,2,5,3
User30436,2,2,2
User30437,2,2,2
User30438,5,3,3
User30439,5,4,5
User30440,3,5,4
User30441,1,2,1
User30442,3,2,1
User30443,4,4,4
User30444,1,4,4
User30445,1,2,2
User30446,4,3,1
User30447,3,4,5
User30448,1,3,2
User30449,3,1,1
User30450,4,4,3
User30451,2,5,4
User30452,4,4,5
User30453,3,4,5
User30454,1,3,2
User30455,4,3,5
User30456,3,1,1
User30457,5,1,2
User30458,2,5,3
User30459,3,1,1
User30460,4,1,1
User30461,2,4,2
User30462,3,4,4
User30463,5,4,1
User30464,4,1,3
User30465,3,1,5
User30466,5,2,1
User30467,2,2,4
User30468,1,4,5
User30469,5,5,3
User30470,1,2,1
User30471,1,5,4
User30472,3,2,2
User30473,2,4,4
User30474,1,1,5
User30475,1,3,2
User30476,4,4,1
User30477,5,2,1
User30478,5,5,3
User30479,5,4,2
User30480,5,1,2
User30481,1,5,5
User30482,3,2,1
User30483,1,2,5
User30484,1,3,3
User30485,3,5,3
User30486,3,1,4
User30487,5,4,5
User30488,4,5,5
User30489,2,2,5
User30490,1,1,1
User30491,3,1,4
User30492,3,4,5
User30493,4,4,4
User30494,1,5,5
User30495,2,5,3
User30496,3,1,1
User30497,4,5,4
User30498,4,3,4
User30499,1,3,3
User30500,5,1,1
User30501,3,2,2
User30502,2,1,2
User30503,5,5,5
User30504,1,5,1
User30505,5,4,3
User30506,4,2,1
User30507,3,2,2
User30508,4,1,4
User30509,1,4,4
User30510,5,3,3
User30511,1,1,1
User30512,3,4,2
User30513,4,1,4
User30514,1,2,5
User30515,2,2,4
User30516,2,3,1
User30517,2,2,4
User30518,1,3,2
User30519,2,4,3
User30520,3,4,4
User30521,1,2,2
User30522,4,4,2
User30523,1,5,2
User30524,1,3,2
User30525,1,1,1
User30526,1,4,5
User30527,5,4,4
User30528,3,1,1
User30529,4,1,4
User30530,3,1,5
User30531,5,1,3
User30532,4,5,5
User30533,1,5,4
User30534,4,3,2
User30535,5,1,3
User30536,5,2,3
User30537,2,1,1
User30538,4,1,4
User30539,1,3,2
User30540,1,5,1
User30541,3,3,4
User30542,2,1,3
User30543,5,1,2
User30544,3,2,5
User30545,3,3,4
User30546,4,3,5
User30547,5,3,2
User30548,1,2,4
User30549,2,1,5
User30550,2,2,2
User30551,5,4,4
User30552,4,3,3
User30553,3,1,3
User30554,2,5,5
User30555,2,5,2
User30556,5,1,1
User30557,2,5,4
User30558,5,4,2
User30559,4,1,1
User30560,1,4,1
User30561,1,2,5
User30562,3,1,5
User30563,3,4,3
User30564,5,4,5
User30565,1,1,3
User30566,1,3,2
User30567,1,3,5
User30568,1,4,2
User30569,1,3,3
User30570,2,4,4
User30571,4,4,4
User30572,1,1,4
User30573,5,2,5
User30574,1,1,5
User30575,4,3,5
User30576,1,5,3
User30577,3,5,4
User30578,1,3,5
User30579,2,3,5
User30580,1,4,2
User30581,5,3,2
User30582,4,3,5
User30583,2,1,1
User30584,2,2,1
User30585,5,2,4
User30586,1,1,4
User30587,5,4,5
User30588,4,3,1
User30589,2,3,1
User30590,1,1,1
User30591,3,5,4
User30592,1,2,1
User30593,3,1,2
User30594,5,5,5
User30595,5,4,1
User30596,1,5,3
User30597,2,1,1
User30598,5,5,2
User30599,3,1,4
User30600,1,3,5
User30601,1,1,5
User30602,4,3,1
User30603,4,2,5
User30604,5,2,5
User30605,2,4,2
User30606,5,5,1
User30607,3,1,1
User30608,1,4,4
User30609,4,5,2
User30610,2,3,2
User30611,1,1,4
User30612,4,5,4
User30613,4,1,2
User30614,5,5,1
User30615,2,5,5
User30616,5,1,4
User30617,3,3,4
User30618,5,4,4
User30619,3,2,1
User30620,2,1,5
User30621,1,3,3
User30622,3,5,4
User30623,2,2,2
User30624,4,3,1
User30625,2,3,4
User30626,1,5,2
User30627,1,4,5
User30628,2,5,4
User30629,1,5,1
User30630,3,1,4
User30631,4,3,4
User30632,3,1,2
User30633,4,1,4
User30634,5,3,4
User30635,4,1,5
User30636,4,5,1
User30637,2,5,1
User30638,4,5,5
User30639,2,5,3
User30640,3,3,3
User30641,3,3,2
User30642,1,4,5
User30643,5,3,3
User30644,1,4,5
User30645,2,1,5
User30646,5,3,1
User30647,3,2,5
User30648,3,3,4
User30649,4,2,4
User30650,4,2,3
User30651,5,4,1
User30652,4,3,1
User30653,3,4,1
User30654,2,1,1
User30655,4,4,2
User30656,2,5,3
User30657,3,1,1
User30658,2,2,2
User30659,1,3,4
User30660,3,1,2
User30661,3,3,4
User30662,2,2,1
User30663,4,3,3
User30664,2,3,2
User30665,2,2,5
User30666,5,4,2
User30667,2,2,4
User30668,4,3,4
User30669,4,3,1
User30670,1,2,2
User30671,2,5,4
User30672,1,5,1
User30673,5,4,4
User30674,1,4,4
User30675,2,5,2
User30676,4,1,2
User30677,4,3,4
User30678,4,2,1
User30679,1,1,4
User30680,5,3,4
User30681,3,5,5
User30682,2,4,5
User30683,2,4,4
User30684,2,1,4
User30685,3,3,3
User30686,3,3,1
User30687,1,5,1
User30688,5,5,5
User30689,4,2,2
User30690,5,1,2
User30691,5,1,5
User30692,5,5,5
User30693,5,2,1
User30694,3,2,2
User30695,5,4,1
User30696,2,5,2
User30697,3,1,2
User30698,1,2,5
User30699,4,3,3
User30700,2,3,5
User30701,1,5,3
User30702,1,5,4
User30703,3,1,2
User30704,2,3,3
User30705,1,5,5
User30706,5,2,4
User30707,3,5,2
User30708,5,1,1
User30709,5,3,4
User30710,5,5,5
User30711,2,4,5
User30712,5,5,2
User30713,2,4,3
User30714,1,3,4
User30715,3,2,5
User30716,5,1,4
User30717,2,2,2
User30718,1,1,5
User30719,2,3,1
User30720,5,2,3
User30721,5,2,2
User30722,3,2,2
User30723,5,5,2
User30724,5,5,2
User30725,1,4,3
User30726,5,1,1
User30727,5,1,3
User30728,2,5,2
User30729,2,4,2
User30730,5,1,4
User30731,4,5,1
User30732,4,1,2
User30733,3,3,5
User30734,3,4,2
User30735,5,3,5
User30736,5,3,2
User30737,3,5,4
User30738,3,5,3
User30739,1,2,2
User30740,2,4,3
User30741,2,5,5
User30742,3,3,3
User30743,1,1,4
User30744,3,1,3
User30745,4,1,1
User30746,4,5,1
User30747,1,3,4
User30748,5,3,1
User30749,2,2,4
User30750,3,2,3
User30751,3,3,2
User30752,4,4,3
User30753,2,5,2
User30754,2,1,2
User30755,2,3,1
User30756,2,2,4
User30757,2,3,5
User30758,5,3,1
User30759,2,3,5
User30760,1,3,1
User30761,3,3,3
User30762,3,1,2
User30763,5,2,1
User30764,3,4,1
User30765,1,2,3
User30766,3,3,4
User30767,3,4,4
User30768,4,4,4
User30769,1,3,5
User30770,3,1,2
User30771,4,3,5
User30772,4,1,4
User30773,3,1,5
User30774,2,5,4
User30775,1,4,3
User30776,2,5,4
User30777,1,2,2
User30778,1,4,1
User30779,5,1,5
User30780,3,4,5
User30781,3,4,3
User30782,4,2,3
User30783,2,4,4
User30784,2,4,4
User30785,3,4,2
User30786,2,2,3
User30787,1,1,1
User30788,2,5,5
User30789,1,2,2
User30790,2,5,2
User30791,3,1,5
User30792,5,4,2
User30793,2,2,1
User30794,5,5,1
User30795,4,3,5
User30796,3,4,5
User30797,1,5,1
User30798,2,4,4
User30799,4,2,5
User30800,3,4,4
User30801,3,3,5
User30802,1,2,1
User30803,3,4,2
User30804,5,3,5
User30805,2,2,5
User30806,2,4,2
User30807,2,5,5
User30808,1,3,3
User30809,1,4,2
User30810,3,4,1
User30811,3,4,5
User30812,2,5,1
User30813,1,4,4
User30814,1,1,1
User30815,4,1,1
User30816,3,2,2
User30817,4,4,5
User30818,5,1,3
User30819,1,1,1
User30820,1,1,1
User30821,2,3,4
User30822,2,1,4
User30823,5,1,2
User30824,3,5,4
User30825,4,1,2
User30826,2,3,5
User30827,4,1,3
User30828,5,1,1
User30829,4,4,3
User30830,2,4,1
User30831,1,4,4
User30832,2,2,5
User30833,1,2,1
User30834,3,5,5
User30835,5,5,3
User30836,3,1,5
User30837,5,1,4
User30838,3,3,3
User30839,4,1,2
User30840,4,4,1
User30841,1,2,1
User30842,3,5,5
User30843,2,4,5
User30844,1,5,1
User30845,2,4,1
User30846,3,4,5
User30847,4,1,1
User30848,4,5,2
User30849,3,4,3
User30850,4,2,2
User30851,3,4,5
User30852,2,5,3
User30853,4,3,3
User30854,2,4,1
User30855,5,5,2
User30856,3,2,1
User30857,3,4,5
User30858,4,2,3
User30859,1,4,1
User30860,5,1,4
User30861,4,2,3
User30862,2,3,5
User30863,1,4,1
User30864,2,4,1
User30865,5,5,4
User30866,4,2,4
User30867,5,1,5
User30868,5,5,2
User30869,1,1,1
User30870,2,5,3
User30871,1,3,3
User30872,1,4,3
User30873,5,3,2
User30874,1,2,4
User30875,5,3,5
User30876,2,4,3
User30877,3,5,4
User30878,5,4,1
User30879,3,4,5
User30880,1,2,5
User30881,3,4,2
User30882,3,3,3
User30883,3,1,5
User30884,4,3,1
User30885,5,2,1
User30886,2,2,3
User30887,4,1,3
User30888,5,3,5
User30889,4,3,5
User30890,3,3,5
User30891,3,1,1
User30892,4,3,1
User30893,2,2,4
User30894,3,3,1
User30895,4,5,5
User30896,2,1,1
User30897,3,4,1
User30898,1,4,4
User30899,2,1,3
User30900,4,1,5
User30901,1,1,1
User30902,4,5,2
User30903,4,4,4
User30904,3,5,4
User30905,1,5,1
User30906,4,3,1
User30907,3,5,3
User30908,5,1,1
User30909,2,5,5
User30910,2,3,1
User30911,5,4,4
User30912,5,2,5
User30913,3,1,2
User30914,4,5,3
User30915,3,4,5
User30916,1,3,5
User30917,4,4,4
User30918,4,2,4
User30919,3,3,1
User30920,1,4,5
User30921,2,4,1
User30922,2,3,1
User30923,5,5,3
User30924,4,1,5
User30925,1,4,4
User30926,2,5,5
User30927,4,4,4
User30928,1,3,1
User30929,4,5,4
User30930,1,4,1
User30931,1,5,1
User30932,2,3,1
User30933,2,2,1
User30934,5,5,3
User30935,1,2,2
User30936,4,3,4
User30937,2,3,3
User30938,5,5,5
User30939,4,4,2
User30940,2,3,3
User30941,3,2,5
User30942,3,1,3
User30943,5,2,4
User30944,4,2,5
User30945,3,5,4
User30946,2,5,5
User30947,5,3,1
User30948,5,1,2
User30949,2,1,1
User30950,3,2,2
User30951,4,4,3
User30952,4,5,5
User30953,5,1,1
User30954,5,3,1
User30955,1,5,5
User30956,1,5,3
User30957,5,2,4
User30958,1,4,2
User30959,3,2,2
User30960,5,1,2
User30961,1,4,1
User30962,4,1,5
User30963,4,3,1
User30964,5,3,4
User30965,1,4,2
User30966,4,3,2
User30967,3,4,3
User30968,4,3,2
User30969,3,2,2
User30970,2,1,3
User30971,4,1,2
User30972,5,5,5
User30973,2,4,3
User30974,2,5,2
User30975,3,2,5
User30976,3,4,5
User30977,5,5,5
User30978,5,3,2
User30979,3,5,3
User30980,3,3,5
User30981,2,2,4
User30982,3,2,1
User30983,1,2,5
User30984,1,5,1
User30985,5,4,3
User30986,3,1,5
User30987,5,1,1
User30988,3,3,3
User30989,1,5,3
User30990,1,1,4
User30991,4,3,5
User30992,5,1,4
User30993,5,4,3
User30994,4,1,2
User30995,4,3,1
User30996,5,2,3
User30997,1,1,2
User30998,1,1,2
User30999,5,2,3
User31000,5,5,5
User31001,5,1,1
User31002,3,5,3
User31003,4,4,1
User31004,5,2,1
User31005,4,1,2
User31006,5,5,5
User31007,1,2,3
User31008,5,1,1
User31009,1,4,5
User31010,5,3,2
User31011,4,3,4
User31012,5,5,3
User31013,1,1,5
User31014,4,5,1
User31015,2,4,5
User31016,3,2,5
User31017,3,2,1
User31018,4,2,3
User31019,3,2,2
User31020,2,4,5
User31021,4,4,1
User31022,3,2,5
User31023,4,3,5
User31024,1,2,2
User31025,4,4,4
User31026,1,2,5
User31027,2,4,2
User31028,1,4,2
User31029,5,3,1
User31030,4,1,2
User31031,4,1,5
User31032,1,1,5
User31033,2,4,5
User31034,5,3,3
User31035,1,3,3
User31036,3,1,2
User31037,2,2,2
User31038,5,4,2
User31039,4,3,2
User31040,1,1,3
User31041,2,1,1
User31042,5,3,2
User31043,1,3,4
User31044,5,2,2
User31045,3,4,1
User31046,1,2,3
User31047,4,1,4
User31048,3,2,5
User31049,5,2,2
User31050,2,5,4
User31051,3,2,5
User31052,1,5,5
User31053,2,2,5
User31054,2,2,2
User31055,3,1,5
User31056,3,4,5
User31057,5,4,3
User31058,4,4,2
User31059,2,5,3
User31060,4,5,1
User31061,4,3,5
User31062,3,3,5
User31063,4,5,1
User31064,4,4,1
User31065,2,2,4
User31066,2,1,5
User31067,2,3,3
User31068,5,5,3
User31069,4,4,3
User31070,4,1,1
User31071,2,4,2
User31072,3,5,3
User31073,2,3,5
User31074,2,3,4
User31075,3,1,5
User31076,5,1,3
User31077,3,5,4
User31078,4,4,3
User31079,1,3,5
User31080,5,5,4
User31081,5,2,5
User31082,1,5,1
User31083,4,2,5
User31084,5,5,3
User31085,3,3,4
User31086,5,5,1
User31087,4,3,2
User31088,5,3,5
User31089,1,4,1
User31090,3,2,5
User31091,5,2,3
User31092,2,2,2
User31093,5,4,4
User31094,2,3,3
User31095,1,2,3
User31096,1,1,3
User31097,1,5,2
User31098,5,5,3
User31099,3,5,1
User31100,4,2,2
User31101,5,4,2
User31102,3,2,5
User31103,1,1,3
User31104,1,2,4
User31105,4,4,3
User31106,4,3,3
User31107,2,3,2
User31108,1,1,3
User31109,1,2,1
User31110,2,1,4
User31111,3,3,1
User31112,2,3,1
User31113,1,1,1
User31114,3,4,1
User31115,1,2,3
User31116,1,1,2
User31117,4,1,4
User31118,5,4,1
User31119,1,1,2
User31120,1,1,2
User31121,2,1,5
User31122,4,1,5
User31123,4,1,3
User31124,3,3,3
User31125,4,2,5
User31126,3,4,4
User31127,3,1,4
User31128,1,2,4
User31129,5,4,4
User31130,5,2,5
User31131,1,5,2
User31132,1,4,5
User31133,5,3,2
User31134,3,2,2
User31135,5,2,2
User31136,2,4,5
User31137,2,5,2
User31138,5,2,4
User31139,5,2,5
User31140,5,3,1
User31141,2,3,4
User31142,3,5,3
User31143,2,1,2
User31144,2,1,4
User31145,2,4,2
User31146,4,2,4
User31147,4,2,2
User31148,3,2,5
User31149,3,2,3
User31150,5,1,5
User31151,1,1,5
User31152,5,2,5
User31153,1,4,4
User31154,2,4,2
User31155,3,1,4
User31156,4,2,2
User31157,2,2,1
User31158,2,2,2
User31159,4,2,4
User31160,4,4,5
User31161,4,3,4
User31162,3,4,5
User31163,2,1,2
User31164,5,2,4
User31165,1,4,3
User31166,4,1,1
User31167,3,4,5
User31168,1,1,5
User31169,4,4,2
User31170,2,3,4
User31171,5,3,4
User31172,3,1,3
User31173,5,5,3
User31174,5,3,5
User31175,2,3,4
User31176,1,1,1
User31177,3,5,5
User31178,4,3,2
User31179,4,1,1
User31180,3,2,1
User31181,1,2,5
User31182,5,5,5
User31183,4,5,1
User31184,2,2,5
User31185,3,3,1
User31186,4,1,2
User31187,2,2,5
User31188,1,5,4
User31189,4,4,1
User31190,1,4,3
User31191,5,1,5
User31192,2,5,4
User31193,5,5,1
User31194,5,3,3
User31195,1,5,2
User31196,4,4,5
User31197,5,2,1
User31198,1,4,1
User31199,1,1,5
User31200,2,2,5
User31201,5,1,1
User31202,4,4,5
User31203,5,3,5
User31204,3,1,5
User31205,2,4,2
User31206,2,1,1
User31207,1,1,5
User31208,5,2,3
User31209,2,3,1
User31210,1,5,2
User31211,3,2,4
User31212,5,3,1
User31213,3,2,5
User31214,3,3,1
User31215,4,4,3
User31216,5,5,5
